relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
62.726666666666674,useful literature,Interface analysis of compatibilized polymer blends,Farnaz Mostafapoor; Azadeh Khosravi; Abdolhossein Fereidoon; Reza Khalili; Seyed Hassan Jafari; Henri Vahabi; Krzysztof Formela; Mohammad Reza Saeb,2020,10.1016/b978-0-12-816006-0.00012-8,https://doi.org/10.1016/b978-0-12-816006-0.00012-8,crossref,Elsevier,Compatibilization of Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
62.726666666666674,useful literature,Biodegradable polymer blends and composites for food-packaging applications,M. Ramesh; M. Muthukrishnan,2022,10.1016/b978-0-12-823791-5.00004-1,https://doi.org/10.1016/b978-0-12-823791-5.00004-1,crossref,Elsevier,"Biodegradable Polymers, Blends and Composites",book-chapter,True,2-dimensional polymer blends,False
62.726666666666674,useful literature,Rheo-optical characterization of dilute polymer mixtures under shear flow,Rayana L. Vasconcelos; Sebastião V. Canevarolo,2020,10.1016/j.polymertesting.2020.106737,https://doi.org/10.1016/j.polymertesting.2020.106737,crossref,Elsevier BV,Polymer Testing,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,Effect of chain-penetration on ring shape for mixtures of rings and linear polymers,Katsumi Hagita; Takahiro Murashima,2021,10.1016/j.polymer.2021.123493,https://doi.org/10.1016/j.polymer.2021.123493,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,Modeling the high frequency mechanical relaxation of simplified industrial polymer mixtures using dielectric relaxation results,Thomas Gambino; Angel Alegría; Arantxa Arbe; Juan Colmenero; Nicolas Malicki; Séverin Dronet,2020,10.1016/j.polymer.2019.122051,https://doi.org/10.1016/j.polymer.2019.122051,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,Sorption dynamics of synthetic fuels and corresponding model mixtures in aged acrylonitrile-butadiene rubber,Benedikt Demmel; Tobias Förster; Sebastian Eibl,2022,10.1016/j.polymertesting.2022.107719,https://doi.org/10.1016/j.polymertesting.2022.107719,crossref,Elsevier BV,Polymer Testing,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,Non-linear high Tg polyimide-based membranes for separating CO2/CH4 gas mixtures,Zeljka P. Madzarevic; Beatriz Seoane; Jorge Gascon; Maruti Hegde; Theo J. Dingemans,2022,10.1016/j.polymer.2022.125520,https://doi.org/10.1016/j.polymer.2022.125520,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,The effects of solvent polarity on the crystallization behavior of thin π-conjugated polymer film in solvent mixtures investigated by grazing incident X-ray diffraction,Lin Xu; Huanhuan Zhang; Yuyuan Lu; Lijia An; Tongfei Shi,2020,10.1016/j.polymer.2020.122259,https://doi.org/10.1016/j.polymer.2020.122259,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,"Retraction notice to “The barrier properties of polyethylene terephthalate to mixtures of oxygen, carbon dioxide and nitrogen” [Polymer, 44(5) (March 2003), 1631–1640]",E.L.V. Lewis; R.A. Duckett; I.M. Ward; J.P.A. Fairclough; A.J. Ryan,2022,10.1016/j.polymer.2022.125396,https://doi.org/10.1016/j.polymer.2022.125396,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,One-dimensional acoustic waves in air/water mixtures,C.L. Farmer; H. Ockendon; J.R. Ockendon,2021,10.1016/j.wavemoti.2021.102798,https://doi.org/10.1016/j.wavemoti.2021.102798,crossref,Elsevier BV,Wave Motion,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,Gelation and the antioxidant and antibacterial properties of silk fibroin/tannic acid/Zn2+ mixtures,Su Bin Bae; Eunu Kim; Kiramage Chathuranga; Jong Soo Lee; Won Ho Park,2021,10.1016/j.polymer.2021.124090,https://doi.org/10.1016/j.polymer.2021.124090,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
62.726666666666674,useful literature,Preparation and adsorption properties of green cellulose-based composite aerogel with selective adsorption of methylene blue,Tianjing Zhang; Siyu Xiao; Kehao Fan; Hua He; Zhiyong Qin,2022,10.1016/j.polymer.2022.125320,https://doi.org/10.1016/j.polymer.2022.125320,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Pillar[5]arene-based cross-linked polymer for the rapid adsorption of iodine from water and vapor phases,Jeyavelraman Kiruthika; Murugan Arunachalam,2022,10.1016/j.polymer.2022.125322,https://doi.org/10.1016/j.polymer.2022.125322,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Effect of grafting density on the adsorption of end-grafted polymer chains,Hang-Kai Qi; Xiao Yang; Qing-Hui Yang; Meng-Bo Luo,2022,10.1016/j.polymer.2022.125330,https://doi.org/10.1016/j.polymer.2022.125330,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Tetraphenylpyrene-bridged silsesquioxane-based fluorescent hybrid porous polymer with selective metal ions sensing and efficient phenolic pollutants adsorption activities,Nan Yang; Hongzhi Liu,2021,10.1016/j.polymer.2021.124083,https://doi.org/10.1016/j.polymer.2021.124083,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Zein/PVDF micro/nanofibers with improved mechanical property for oil adsorption,Defang Teng; Abdul Wahid; Yongchun Zeng,2020,10.1016/j.polymer.2019.122118,https://doi.org/10.1016/j.polymer.2019.122118,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Adsorption scaling theory for investigation of distance between clay-layers with adsorbed polymer and adsorption-isotherm versus polymer-concentration: Comparison to experiment,Souad Ghyati; Said Kassou; El Hassan El Kinani; Mabrouk Benhamou,2021,10.1016/j.commatsci.2021.110769,https://doi.org/10.1016/j.commatsci.2021.110769,crossref,Elsevier BV,Computational Materials Science,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Adsorption-desorption effect on physical aging in PMMA-silica nanocomposites,Mingchao Ma; Wenzhi Cui; Yunlong Guo; Wei Yu,2022,10.1016/j.polymer.2022.125124,https://doi.org/10.1016/j.polymer.2022.125124,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,New insights into adsorption structure and hydration of polymer at oil-water interface obtained by molecular dynamics simulations: Isotactic poly(methacrylic acid),Raviteja Kurapati; Upendra Natarajan,2022,10.1016/j.polymer.2022.125378,https://doi.org/10.1016/j.polymer.2022.125378,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,The enhanced adsorption properties of molecular imprinted polymer material prepared using nitroxide-mediated Radical Deactivation Reversible Polymerization,Soumaya Kouki; Najeh Jaoued-Grayaa; Amira Anene; Emmanuel Beyou; Yves Chevalier; Souhaira Hbaieb,2022,10.1016/j.polymer.2022.124841,https://doi.org/10.1016/j.polymer.2022.124841,crossref,Elsevier BV,Polymer,journal-article,True,polymer adsorption,False
62.726666666666674,useful literature,Dielectric properties dependent on crystalline morphology of PP film for HVDC capacitors application,R.R. Xu; B.X. Du; M. Xiao; Jin Li; H.L. Liu; Z.Y. Ran; J.W. Xing,2021,10.1016/j.polymer.2020.123204,https://doi.org/10.1016/j.polymer.2020.123204,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Influence of soft block and film thickness on confined morphology of poly(ether‐ mb ‐amide) multiblock copolymers,Yiyu Cao; Ping Zhu; Yong Zhou; Dujin Wang; Xia Dong,2020,10.1002/pcr2.10100,https://doi.org/10.1002/pcr2.10100,crossref,Wiley,POLYMER CRYSTALLIZATION,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Cover image: Influence of soft block and film thickness on confined morphology of poly(ether‐ mb ‐amide) multiblock copolymers,Yiyu Cao; Ping Zhu; Yong Zhou; Dujin Wang; Xia Dong,2020,10.1002/pcr2.10124,https://doi.org/10.1002/pcr2.10124,crossref,Wiley,POLYMER CRYSTALLIZATION,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,The influence of synthesis conditions on the film morphology of chitosan-stabilized silver nanoparticles,N. R. Vokhidova; S. Sh. Rashidova,2022,10.1007/s00289-021-03669-y,https://doi.org/10.1007/s00289-021-03669-y,crossref,Springer Science and Business Media LLC,Polymer Bulletin,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Enhanced performance of P3HT-based non-fullerene polymer solar cells by optimizing film morphology using non-halogenated solvent,Kang An; Wenkai Zhong; Lei Ying,2020,10.1016/j.orgel.2020.105701,https://doi.org/10.1016/j.orgel.2020.105701,crossref,Elsevier BV,Organic Electronics,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Morphology of cracks and shear bands in polymer-supported thin film metallic glasses,Oleksandr Glushko; Christoph Gammer; Lisa-Marie Weniger; Huaping Sheng; Christian Mitterer; Jürgen Eckert,2021,10.1016/j.mtcomm.2021.102547,https://doi.org/10.1016/j.mtcomm.2021.102547,crossref,Elsevier BV,Materials Today Communications,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Controlling Ionomer Film Morphology through Altering Pt Catalyst Surface Properties for Polymer Electrolyte Membrane Fuel Cells,Ji Hye Lee; Gisu Doo; Sung Hyun Kwon; Haisu Kang; Sungyu Choi; Sung-Dae Yim; Hee-Tak Kim; Seung Geol Lee,2020,10.1021/acsapm.0c00042,https://doi.org/10.1021/acsapm.0c00042,crossref,American Chemical Society (ACS),ACS Applied Polymer Materials,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Morphology of nanoparticle-based polymer composites,Bishwa Ranjan Si; Rahul Mangal,2022,10.1016/b978-0-12-824272-8.00006-3,https://doi.org/10.1016/b978-0-12-824272-8.00006-3,crossref,Elsevier,Nanoparticle-Based Polymer Composites,book-chapter,True,polymer film morphology,False
62.726666666666674,useful literature,Polymer Solid-State Morphology,Sebastião V. Canevarolo,2020,10.1007/978-1-56990-726-9_4,https://doi.org/10.1007/978-1-56990-726-9_4,crossref,Carl Hanser Verlag GmbH & Co. KG,Polymer Science,book-chapter,True,polymer film morphology,False
62.726666666666674,useful literature,Crystal morphology of polyurea on rapid quenching,Yuta Chonan; Go Matsuba; Koji Nishida; Wenbing Hu,2021,10.1016/j.polymer.2020.123201,https://doi.org/10.1016/j.polymer.2020.123201,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,"Morphology, optical properties, and curing behavior of UV-curable acrylate-siloxane polymer blends",Forough Zareanshahraki; Ali Jannesari; Saeed Rastegar,2020,10.1016/j.polymertesting.2020.106412,https://doi.org/10.1016/j.polymertesting.2020.106412,crossref,Elsevier BV,Polymer Testing,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Coarse-grained molecular dynamics study of elasticity of block copolymers with cubic symmetrical morphology,Takeshi Aoyagi,2022,10.1016/j.polymer.2022.124624,https://doi.org/10.1016/j.polymer.2022.124624,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Multiscale simulations of coupled composition-stress-morphology of binary polymer blend,Ling-Hua Huang; Ching-Hung Wu; Chi-Chung Hua; Tien-Jung Huang,2020,10.1016/j.polymer.2020.122366,https://doi.org/10.1016/j.polymer.2020.122366,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Dewetting of a thin polymer film under shear,K. Kadri; J. Peixinho; T. Salez; G. Miquelard-Garnier; C. Sollogoub,2021,10.1016/j.polymer.2021.124283,https://doi.org/10.1016/j.polymer.2021.124283,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Prediction of morphology development within micro–injection molding samples,Vito Speranza; Sara Liparoti; Roberto Pantani; Giuseppe Titomanlio,2021,10.1016/j.polymer.2021.123850,https://doi.org/10.1016/j.polymer.2021.123850,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.726666666666674,useful literature,Morphology development of helical structure in bicomponent fibers during spinning process,Xiaomin Zhang; Jiawei Chen; Yongchun Zeng,2020,10.1016/j.polymer.2020.122609,https://doi.org/10.1016/j.polymer.2020.122609,crossref,Elsevier BV,Polymer,journal-article,True,polymer film morphology,False
62.6,useful literature,Polymer-based porous carbon doped with iron nanoparticles for enhanced organic compounds removal,Ewa Lorenc-Grabowska; Olga Stasiak; Karolina Kordek-Khalil,2024,10.1007/s10450-023-00412-z,https://doi.org/10.1007/s10450-023-00412-z,crossref,Springer Science and Business Media LLC,Adsorption,journal-article,True,polymer adsorption,False
61.93333333333332,useful literature,Polymer Thin Films,,2025,10.3390/books978-3-7258-6012-8,https://doi.org/10.3390/books978-3-7258-6012-8,crossref,MDPI,,book,False,polymer films,False
61.93333333333332,useful literature,Polymer Nanocomposite Films and Coatings,,2024,10.1016/c2022-0-00160-4,https://doi.org/10.1016/c2022-0-00160-4,crossref,Elsevier,,edited-book,False,polymer films,False
61.93333333333332,useful literature,Polymer Thin Films: From Fundamentals to Applications,,2023,10.3390/books978-3-0365-9269-5,https://doi.org/10.3390/books978-3-0365-9269-5,crossref,MDPI,,book,False,polymer films,False
61.93333333333332,useful literature,Nanofillers for Binary Polymer Blends,,2024,10.1016/c2020-0-02497-7,https://doi.org/10.1016/c2020-0-02497-7,crossref,Elsevier,,edited-book,False,2-dimensional polymer blends,False
61.93333333333332,useful literature,686970Chapter 3 Polymer Structure and Morphology,,2025,10.1515/9783111585734-003,https://doi.org/10.1515/9783111585734-003,crossref,De Gruyter,Polymers,book-chapter,False,polymer film morphology,False
61.89333333333333,useful literature,Editorial Board,,2020,10.1016/s1386-9477(20)31375-8,https://doi.org/10.1016/s1386-9477(20)31375-8,crossref,Elsevier BV,Physica E: Low-dimensional Systems and Nanostructures,journal-article,True,2-dimensional polymer systems,False
61.89333333333333,useful literature,Editorial Board,,2021,10.1016/s1386-9477(20)31501-0,https://doi.org/10.1016/s1386-9477(20)31501-0,crossref,Elsevier BV,Physica E: Low-dimensional Systems and Nanostructures,journal-article,True,2-dimensional polymer systems,False
